_id,PUNTUACION_ACCESIBILIDAD,PUNTUACION_CALIDAD,COMENTARIOS,AreaRecreativaID,FECHA
5119,5,5,EXCELENTE,7591607,2022-11-23T00:00:00Z
5120,4,3,MUY BUENO,16788,2023-06-24T00:00:00Z
5121,2,3,ACEPTABLE,18118,2023-04-08T00:00:00Z
5122,4,3,MUY BUENO,16726,2022-12-03T00:00:00Z
5123,1,2,REGULAR,3573208,2021-05-21T00:00:00Z
5124,2,2,ACEPTABLE,18424,2021-05-17T00:00:00Z
5125,2,3,ACEPTABLE,18576,2022-12-29T00:00:00Z
5126,3,2,ACEPTABLE,16880,2022-06-08T00:00:00Z
5127,5,4,EXCELENTE,52143,2023-09-13T00:00:00Z
5128,4,3,MUY BUENO,16693,2022-06-16T00:00:00Z
5129,1,1,DEFICIENTE,17709,2023-09-14T00:00:00Z
5130,1,1,DEFICIENTE,52219,2022-10-29T00:00:00Z
5131,2,2,ACEPTABLE,9391954,2022-09-03T00:00:00Z
5132,5,5,EXCELENTE,17656,2023-08-25T00:00:00Z
5133,5,5,EXCELENTE,3960567,2022-02-15T00:00:00Z
5134,1,2,REGULAR,17138,2022-03-01T00:00:00Z
5135,1,1,DEFICIENTE,9492997,2023-10-24T00:00:00Z
5136,5,5,EXCELENTE,9397047,2021-07-22T00:00:00Z
5137,4,3,MUY BUENO,18632,2023-07-15T00:00:00Z
5138,3,3,MUY BUENO,52193,2023-01-26T00:00:00Z
5139,4,4,EXCELENTE,6880820,2022-09-05T00:00:00Z
5140,2,1,REGULAR,17276,2022-02-26T00:00:00Z
5141,5,5,EXCELENTE,17516,2021-10-27T00:00:00Z
5142,1,1,DEFICIENTE,18630,2022-03-13T00:00:00Z
5143,1,1,DEFICIENTE,5071591,2023-01-02T00:00:00Z
5144,5,5,EXCELENTE,17601,2022-07-21T00:00:00Z
5145,5,5,EXCELENTE,52167,2023-02-26T00:00:00Z
5146,5,5,EXCELENTE,17783,2022-01-21T00:00:00Z
5147,3,4,MUY BUENO,17860,2022-09-09T00:00:00Z
5148,1,1,DEFICIENTE,17630,2021-05-22T00:00:00Z
5149,2,1,REGULAR,17850,2021-08-15T00:00:00Z
5150,4,4,EXCELENTE,3991132,2022-06-13T00:00:00Z
5151,1,2,REGULAR,17858,2021-12-03T00:00:00Z
5152,2,2,ACEPTABLE,5178801,2022-10-20T00:00:00Z
5153,4,3,MUY BUENO,16879,2021-02-15T00:00:00Z
5154,5,4,EXCELENTE,16925,2021-07-18T00:00:00Z
5155,3,4,MUY BUENO,8891609,2021-05-10T00:00:00Z
5156,4,5,EXCELENTE,17081,2023-11-11T00:00:00Z
5157,1,1,DEFICIENTE,18044,2021-07-21T00:00:00Z
5158,3,3,MUY BUENO,7182466,2022-08-10T00:00:00Z
5159,4,5,EXCELENTE,17926,2022-12-13T00:00:00Z
5160,2,2,ACEPTABLE,5241171,2021-09-21T00:00:00Z
5161,4,4,EXCELENTE,8799549,2022-05-31T00:00:00Z
5162,3,2,ACEPTABLE,5261893,2022-08-30T00:00:00Z
5163,2,1,REGULAR,18451,2021-03-25T00:00:00Z
5164,4,4,EXCELENTE,52042,2021-11-03T00:00:00Z
5165,1,1,DEFICIENTE,17197,2022-11-18T00:00:00Z
5166,2,3,ACEPTABLE,17553,2021-09-15T00:00:00Z
5167,1,2,REGULAR,4737941,2023-12-18T00:00:00Z
5168,1,2,REGULAR,5237122,2021-09-11T00:00:00Z
5169,2,1,REGULAR,18419,2022-05-13T00:00:00Z
5170,2,2,ACEPTABLE,7127774,2023-11-11T00:00:00Z
5171,3,3,MUY BUENO,5240327,2023-06-03T00:00:00Z
5172,4,3,MUY BUENO,451353,2023-11-17T00:00:00Z
5173,5,5,EXCELENTE,52153,2023-03-25T00:00:00Z
5174,1,2,REGULAR,17474,2021-06-11T00:00:00Z
5175,3,4,MUY BUENO,16972,2022-08-05T00:00:00Z
5176,5,4,EXCELENTE,17109,2022-01-21T00:00:00Z
5177,2,3,ACEPTABLE,17989,2022-05-25T00:00:00Z
5178,5,4,EXCELENTE,7125630,2022-02-09T00:00:00Z
5179,5,4,EXCELENTE,5246181,2023-12-04T00:00:00Z
5180,4,3,MUY BUENO,17056,2023-09-15T00:00:00Z
5181,2,3,ACEPTABLE,18532,2023-06-04T00:00:00Z
5182,4,3,MUY BUENO,16751,2021-04-12T00:00:00Z
5183,4,3,MUY BUENO,18556,2021-09-12T00:00:00Z
5184,1,1,DEFICIENTE,4731210,2021-05-29T00:00:00Z
5185,2,2,ACEPTABLE,52152,2023-06-13T00:00:00Z
5186,4,3,MUY BUENO,4745667,2021-01-16T00:00:00Z
5187,5,5,EXCELENTE,9179375,2022-03-22T00:00:00Z
5188,1,1,DEFICIENTE,7126499,2023-12-16T00:00:00Z
5189,4,4,EXCELENTE,6819616,2021-01-16T00:00:00Z
5190,3,2,ACEPTABLE,17902,2023-08-26T00:00:00Z
5191,1,1,DEFICIENTE,52181,2021-12-17T00:00:00Z
5192,4,4,EXCELENTE,17395,2023-06-08T00:00:00Z
5193,2,3,ACEPTABLE,18619,2023-01-29T00:00:00Z
5194,2,1,REGULAR,17497,2021-12-10T00:00:00Z
5195,1,1,DEFICIENTE,17027,2021-10-04T00:00:00Z
5196,2,3,ACEPTABLE,17756,2022-05-15T00:00:00Z
5197,2,3,ACEPTABLE,17661,2022-05-13T00:00:00Z
5198,5,5,EXCELENTE,17854,2022-05-12T00:00:00Z
5199,5,5,EXCELENTE,4737941,2021-08-19T00:00:00Z
5200,1,2,REGULAR,18003,2022-11-30T00:00:00Z
5201,1,1,DEFICIENTE,5802272,2023-07-14T00:00:00Z
5202,3,2,ACEPTABLE,17094,2022-03-07T00:00:00Z
5203,5,5,EXCELENTE,16910,2021-04-23T00:00:00Z
5204,5,4,EXCELENTE,17898,2021-07-13T00:00:00Z
5205,1,2,REGULAR,18558,2021-11-28T00:00:00Z
5206,1,1,DEFICIENTE,52158,2022-05-30T00:00:00Z
5207,1,1,DEFICIENTE,17740,2023-03-03T00:00:00Z
5208,4,4,EXCELENTE,52170,2022-06-02T00:00:00Z
5209,1,2,REGULAR,18588,2021-09-23T00:00:00Z
5210,5,4,EXCELENTE,17024,2022-07-07T00:00:00Z
5211,1,2,REGULAR,9397076,2022-09-23T00:00:00Z
5212,2,2,ACEPTABLE,17263,2022-10-11T00:00:00Z
5213,2,3,ACEPTABLE,16959,2023-09-23T00:00:00Z
5214,3,4,MUY BUENO,17128,2021-07-07T00:00:00Z
5215,1,2,REGULAR,17893,2023-03-11T00:00:00Z
5216,1,1,DEFICIENTE,17035,2023-03-29T00:00:00Z
5217,5,4,EXCELENTE,17546,2022-05-18T00:00:00Z
5218,1,2,REGULAR,16987,2023-02-12T00:00:00Z
5219,5,4,EXCELENTE,52175,2022-04-10T00:00:00Z
5220,3,3,MUY BUENO,17356,2022-12-01T00:00:00Z
5221,4,5,EXCELENTE,17836,2021-01-14T00:00:00Z
5222,1,2,REGULAR,17894,2023-11-28T00:00:00Z
5223,5,5,EXCELENTE,7862436,2022-10-09T00:00:00Z
5224,4,3,MUY BUENO,6819620,2023-07-03T00:00:00Z
5225,2,2,ACEPTABLE,17940,2022-02-21T00:00:00Z
5226,4,4,EXCELENTE,17761,2023-06-25T00:00:00Z
5227,4,4,EXCELENTE,18376,2022-09-20T00:00:00Z
5228,1,1,DEFICIENTE,18073,2023-10-21T00:00:00Z
5229,2,2,ACEPTABLE,17345,2023-12-09T00:00:00Z
5230,2,2,ACEPTABLE,4988273,2022-09-20T00:00:00Z
5231,5,5,EXCELENTE,7862341,2021-02-01T00:00:00Z
5232,1,1,DEFICIENTE,17869,2023-02-27T00:00:00Z
5233,2,1,REGULAR,5653905,2022-08-13T00:00:00Z
5234,1,1,DEFICIENTE,52110,2021-11-06T00:00:00Z
5235,1,1,DEFICIENTE,7125619,2023-07-31T00:00:00Z
5236,4,4,EXCELENTE,52221,2021-05-09T00:00:00Z
5237,1,1,DEFICIENTE,17796,2021-10-24T00:00:00Z
5238,1,1,DEFICIENTE,18133,2021-06-05T00:00:00Z
5239,4,5,EXCELENTE,17612,2022-12-30T00:00:00Z
5240,1,1,DEFICIENTE,18390,2021-09-08T00:00:00Z
5241,5,5,EXCELENTE,17085,2023-10-12T00:00:00Z
5242,4,3,MUY BUENO,17991,2021-10-17T00:00:00Z
5243,2,3,ACEPTABLE,18029,2021-09-15T00:00:00Z
5244,3,3,MUY BUENO,4749899,2022-03-18T00:00:00Z
5245,1,1,DEFICIENTE,17714,2023-04-18T00:00:00Z
5246,4,4,EXCELENTE,17410,2023-12-27T00:00:00Z
5247,1,1,DEFICIENTE,17979,2023-04-18T00:00:00Z
5248,1,1,DEFICIENTE,52221,2021-08-28T00:00:00Z
5249,5,5,EXCELENTE,17330,2021-11-25T00:00:00Z
5250,3,4,MUY BUENO,5237127,2023-10-03T00:00:00Z
5251,4,3,MUY BUENO,17830,2022-08-28T00:00:00Z
5252,3,3,MUY BUENO,17540,2023-03-04T00:00:00Z
5253,4,4,EXCELENTE,18291,2023-06-26T00:00:00Z
5254,5,5,EXCELENTE,7943797,2022-01-03T00:00:00Z
5255,5,4,EXCELENTE,18003,2021-07-01T00:00:00Z
5256,5,5,EXCELENTE,17954,2023-05-10T00:00:00Z
5257,1,1,DEFICIENTE,17730,2021-03-22T00:00:00Z
5258,2,2,ACEPTABLE,4989404,2022-10-21T00:00:00Z
5259,5,5,EXCELENTE,17644,2023-02-23T00:00:00Z
5260,1,1,DEFICIENTE,17974,2023-10-01T00:00:00Z
5261,3,3,MUY BUENO,52148,2022-02-14T00:00:00Z
5262,1,2,REGULAR,9348753,2023-08-03T00:00:00Z
5263,2,1,REGULAR,52130,2021-10-23T00:00:00Z
5264,2,3,ACEPTABLE,17202,2021-09-28T00:00:00Z
5265,2,2,ACEPTABLE,16955,2021-07-04T00:00:00Z
5266,4,3,MUY BUENO,17412,2022-09-07T00:00:00Z
5267,2,3,ACEPTABLE,17536,2022-02-04T00:00:00Z
5268,5,4,EXCELENTE,16984,2021-07-23T00:00:00Z
5269,5,5,EXCELENTE,3960929,2023-03-01T00:00:00Z
5270,1,1,DEFICIENTE,52161,2021-07-24T00:00:00Z
5271,4,5,EXCELENTE,18355,2023-05-19T00:00:00Z
5272,2,2,ACEPTABLE,17761,2022-03-21T00:00:00Z
5273,2,1,REGULAR,17927,2023-10-03T00:00:00Z
5274,1,2,REGULAR,18474,2021-09-29T00:00:00Z
5275,1,1,DEFICIENTE,7356654,2023-01-15T00:00:00Z
5276,5,4,EXCELENTE,17667,2022-04-18T00:00:00Z
5277,4,3,MUY BUENO,16751,2021-04-30T00:00:00Z
5278,3,2,ACEPTABLE,52204,2021-10-22T00:00:00Z
5279,5,5,EXCELENTE,17746,2022-07-30T00:00:00Z
5280,1,1,DEFICIENTE,17730,2023-05-13T00:00:00Z
5281,1,2,REGULAR,17766,2021-06-02T00:00:00Z
5282,1,1,DEFICIENTE,3567539,2023-03-17T00:00:00Z
5283,2,1,REGULAR,451353,2023-04-18T00:00:00Z
5284,4,5,EXCELENTE,52214,2022-08-05T00:00:00Z
5285,2,3,ACEPTABLE,17218,2023-12-03T00:00:00Z
5286,4,4,EXCELENTE,16893,2023-02-20T00:00:00Z
5287,1,1,DEFICIENTE,16821,2021-07-06T00:00:00Z
5288,4,3,MUY BUENO,17300,2021-06-07T00:00:00Z
5289,3,4,MUY BUENO,17304,2023-07-21T00:00:00Z
5290,3,4,MUY BUENO,18116,2022-10-23T00:00:00Z
5291,2,1,REGULAR,17507,2021-10-07T00:00:00Z
5292,4,3,MUY BUENO,18011,2022-08-30T00:00:00Z
5293,3,4,MUY BUENO,18307,2021-09-26T00:00:00Z
5294,5,4,EXCELENTE,16892,2023-05-19T00:00:00Z
5295,3,2,ACEPTABLE,17685,2022-11-16T00:00:00Z
5296,4,3,MUY BUENO,16728,2021-03-26T00:00:00Z
5297,5,5,EXCELENTE,18199,2023-02-05T00:00:00Z
5298,5,5,EXCELENTE,18070,2021-11-26T00:00:00Z
5299,3,4,MUY BUENO,7107699,2021-02-24T00:00:00Z
5300,3,3,MUY BUENO,17838,2022-07-29T00:00:00Z
5301,4,3,MUY BUENO,18025,2022-05-28T00:00:00Z
5302,2,1,REGULAR,17954,2023-09-19T00:00:00Z
5303,1,2,REGULAR,17096,2023-06-06T00:00:00Z
5304,3,2,ACEPTABLE,4749893,2021-09-03T00:00:00Z
5305,3,2,ACEPTABLE,17179,2023-08-10T00:00:00Z
5306,3,3,MUY BUENO,52130,2023-05-26T00:00:00Z
5307,2,3,ACEPTABLE,8799605,2021-09-18T00:00:00Z
5308,2,3,ACEPTABLE,16887,2023-07-14T00:00:00Z
5309,3,4,MUY BUENO,9046724,2022-11-22T00:00:00Z
5310,5,5,EXCELENTE,18406,2022-10-15T00:00:00Z
5311,2,3,ACEPTABLE,5213833,2023-03-13T00:00:00Z
5312,5,5,EXCELENTE,17000,2022-11-18T00:00:00Z
5313,3,4,MUY BUENO,451321,2023-07-02T00:00:00Z
5314,3,3,MUY BUENO,18398,2022-09-05T00:00:00Z
5315,5,5,EXCELENTE,5653971,2022-12-30T00:00:00Z
5316,1,2,REGULAR,17800,2023-12-21T00:00:00Z
5317,5,5,EXCELENTE,17967,2023-11-18T00:00:00Z
5318,2,1,REGULAR,5195568,2021-10-27T00:00:00Z
5319,3,3,MUY BUENO,16668,2021-12-15T00:00:00Z
5320,3,2,ACEPTABLE,17308,2022-01-04T00:00:00Z
5321,3,2,ACEPTABLE,17788,2022-01-31T00:00:00Z
5322,2,1,REGULAR,18463,2021-10-12T00:00:00Z
5323,2,1,REGULAR,52121,2021-06-19T00:00:00Z
5324,2,3,ACEPTABLE,16763,2023-07-02T00:00:00Z
5325,1,2,REGULAR,18232,2022-08-12T00:00:00Z
5326,2,2,ACEPTABLE,17952,2022-12-26T00:00:00Z
5327,2,1,REGULAR,18101,2022-03-26T00:00:00Z
5328,1,2,REGULAR,3573056,2021-11-04T00:00:00Z
5329,5,4,EXCELENTE,18125,2022-01-29T00:00:00Z
5330,1,1,DEFICIENTE,18410,2022-12-09T00:00:00Z
5331,1,1,DEFICIENTE,17617,2021-11-12T00:00:00Z
5332,2,1,REGULAR,17026,2023-11-20T00:00:00Z
5333,4,4,EXCELENTE,17053,2022-10-12T00:00:00Z
5334,5,5,EXCELENTE,17373,2023-07-31T00:00:00Z
5335,4,4,EXCELENTE,16722,2021-10-22T00:00:00Z
5336,2,3,ACEPTABLE,17070,2022-05-10T00:00:00Z
5337,5,5,EXCELENTE,16989,2023-03-25T00:00:00Z
5338,1,1,DEFICIENTE,18039,2023-02-23T00:00:00Z
5339,1,1,DEFICIENTE,17632,2021-02-15T00:00:00Z
5340,2,3,ACEPTABLE,18502,2021-09-14T00:00:00Z
5341,3,2,ACEPTABLE,17518,2022-01-03T00:00:00Z
5342,5,5,EXCELENTE,18421,2023-09-23T00:00:00Z
5343,2,1,REGULAR,17343,2023-12-15T00:00:00Z
5344,4,3,MUY BUENO,18420,2021-12-13T00:00:00Z
5345,3,3,MUY BUENO,17596,2021-11-04T00:00:00Z
5346,2,1,REGULAR,17394,2021-06-17T00:00:00Z
5347,1,2,REGULAR,52162,2022-04-26T00:00:00Z
5348,5,5,EXCELENTE,6843085,2022-03-04T00:00:00Z
5349,4,3,MUY BUENO,17600,2023-08-24T00:00:00Z
5350,3,3,MUY BUENO,17481,2023-03-31T00:00:00Z
5351,1,2,REGULAR,17388,2022-07-24T00:00:00Z
5352,1,1,DEFICIENTE,5219924,2021-09-28T00:00:00Z
5353,2,3,ACEPTABLE,17050,2022-09-12T00:00:00Z
5354,5,4,EXCELENTE,5240276,2022-02-23T00:00:00Z
5355,1,2,REGULAR,7142118,2021-01-01T00:00:00Z
5356,4,5,EXCELENTE,9049654,2023-02-21T00:00:00Z
5357,3,2,ACEPTABLE,17922,2022-01-05T00:00:00Z
5358,1,1,DEFICIENTE,16815,2022-05-24T00:00:00Z
5359,4,4,EXCELENTE,52130,2023-07-23T00:00:00Z
5360,3,2,ACEPTABLE,52228,2021-01-05T00:00:00Z
5361,2,3,ACEPTABLE,17015,2021-05-11T00:00:00Z
5362,3,3,MUY BUENO,7862341,2022-07-29T00:00:00Z
5363,5,5,EXCELENTE,5071645,2021-08-22T00:00:00Z
5364,4,3,MUY BUENO,52038,2022-01-08T00:00:00Z
5365,5,5,EXCELENTE,17303,2021-06-12T00:00:00Z
5366,1,1,DEFICIENTE,17634,2022-08-25T00:00:00Z
5367,4,3,MUY BUENO,17165,2021-02-25T00:00:00Z
5368,2,1,REGULAR,52082,2021-02-09T00:00:00Z
5369,4,3,MUY BUENO,17360,2022-12-12T00:00:00Z
5370,4,4,EXCELENTE,16927,2023-10-08T00:00:00Z
5371,2,1,REGULAR,7130028,2023-07-21T00:00:00Z
5372,2,1,REGULAR,17060,2022-06-22T00:00:00Z
5373,3,4,MUY BUENO,18074,2023-09-21T00:00:00Z
5374,1,1,DEFICIENTE,17950,2023-11-24T00:00:00Z
5375,2,2,ACEPTABLE,17194,2021-01-18T00:00:00Z
5376,3,4,MUY BUENO,7162545,2021-05-03T00:00:00Z
5377,2,2,ACEPTABLE,17503,2022-05-29T00:00:00Z
5378,2,2,ACEPTABLE,18150,2022-05-17T00:00:00Z
5379,5,5,EXCELENTE,17831,2021-03-06T00:00:00Z
5380,4,4,EXCELENTE,17961,2023-02-20T00:00:00Z
5381,2,1,REGULAR,4986445,2023-03-23T00:00:00Z
5382,1,1,DEFICIENTE,52067,2022-07-18T00:00:00Z
5383,4,3,MUY BUENO,17542,2022-09-30T00:00:00Z
5384,2,1,REGULAR,17324,2021-12-30T00:00:00Z
5385,3,3,MUY BUENO,17706,2021-07-20T00:00:00Z
5386,1,1,DEFICIENTE,17889,2023-01-19T00:00:00Z
5387,5,5,EXCELENTE,16724,2023-10-13T00:00:00Z
5388,2,2,ACEPTABLE,18621,2021-06-02T00:00:00Z
5389,3,3,MUY BUENO,17047,2023-05-16T00:00:00Z
5390,2,1,REGULAR,52120,2021-05-22T00:00:00Z
5391,1,1,DEFICIENTE,17032,2022-02-06T00:00:00Z
5392,1,2,REGULAR,18515,2022-07-05T00:00:00Z
5393,5,5,EXCELENTE,7247916,2021-11-22T00:00:00Z
5394,4,3,MUY BUENO,18130,2022-05-25T00:00:00Z
5395,3,4,MUY BUENO,17131,2022-09-08T00:00:00Z
5396,4,3,MUY BUENO,18462,2021-11-22T00:00:00Z
5397,2,1,REGULAR,17012,2023-07-15T00:00:00Z
5398,3,2,ACEPTABLE,17053,2022-10-24T00:00:00Z
5399,3,2,ACEPTABLE,17195,2022-10-04T00:00:00Z
5400,2,2,ACEPTABLE,17108,2022-12-23T00:00:00Z
5401,3,2,ACEPTABLE,18023,2021-10-31T00:00:00Z
5402,5,5,EXCELENTE,3573050,2021-03-01T00:00:00Z
5403,3,4,MUY BUENO,7591686,2021-08-15T00:00:00Z
5404,4,3,MUY BUENO,17774,2022-07-06T00:00:00Z
5405,4,3,MUY BUENO,9438309,2023-12-30T00:00:00Z
5406,1,2,REGULAR,17905,2021-08-16T00:00:00Z
5407,5,5,EXCELENTE,18446,2023-02-27T00:00:00Z
5408,1,1,DEFICIENTE,18240,2022-02-12T00:00:00Z
5409,2,1,REGULAR,17489,2023-03-19T00:00:00Z
5410,5,5,EXCELENTE,17266,2023-12-13T00:00:00Z
5411,3,2,ACEPTABLE,52125,2023-06-26T00:00:00Z
5412,3,2,ACEPTABLE,17625,2022-04-28T00:00:00Z
5413,3,2,ACEPTABLE,3573048,2023-03-10T00:00:00Z
5414,4,4,EXCELENTE,5220259,2021-05-20T00:00:00Z
5415,2,2,ACEPTABLE,16679,2022-06-16T00:00:00Z
5416,5,5,EXCELENTE,17768,2022-10-13T00:00:00Z
5417,5,5,EXCELENTE,8799638,2022-05-07T00:00:00Z
5418,4,3,MUY BUENO,17153,2023-04-21T00:00:00Z
5419,2,3,ACEPTABLE,52119,2022-11-27T00:00:00Z
5420,2,2,ACEPTABLE,17536,2023-01-19T00:00:00Z
5421,2,3,ACEPTABLE,17613,2022-08-17T00:00:00Z
5422,5,5,EXCELENTE,16867,2022-05-22T00:00:00Z
5423,1,2,REGULAR,18462,2023-05-05T00:00:00Z
5424,4,3,MUY BUENO,3569235,2022-12-09T00:00:00Z
5425,3,3,MUY BUENO,18289,2023-12-29T00:00:00Z
5426,3,3,MUY BUENO,17170,2023-09-30T00:00:00Z
5427,3,4,MUY BUENO,4737942,2023-06-04T00:00:00Z
5428,3,3,MUY BUENO,18385,2023-01-03T00:00:00Z
5429,5,5,EXCELENTE,17492,2022-10-08T00:00:00Z
5430,3,2,ACEPTABLE,18597,2023-02-21T00:00:00Z
5431,3,2,ACEPTABLE,17495,2021-05-09T00:00:00Z
5432,5,5,EXCELENTE,8799601,2022-01-07T00:00:00Z
5433,5,5,EXCELENTE,17769,2021-11-16T00:00:00Z
5434,4,4,EXCELENTE,17387,2021-08-01T00:00:00Z
5435,1,2,REGULAR,52218,2023-05-24T00:00:00Z
5436,3,3,MUY BUENO,8799547,2022-10-06T00:00:00Z
5437,5,4,EXCELENTE,17422,2022-03-31T00:00:00Z
5438,3,4,MUY BUENO,16751,2021-08-23T00:00:00Z
5439,3,2,ACEPTABLE,16698,2021-08-27T00:00:00Z
5440,4,3,MUY BUENO,7908048,2022-08-14T00:00:00Z
5441,1,1,DEFICIENTE,18620,2021-02-16T00:00:00Z
5442,3,3,MUY BUENO,17783,2023-06-20T00:00:00Z
5443,1,1,DEFICIENTE,17455,2022-03-18T00:00:00Z
5444,2,3,ACEPTABLE,6819612,2021-11-01T00:00:00Z
5445,3,4,MUY BUENO,17422,2022-12-16T00:00:00Z
5446,1,2,REGULAR,7021646,2023-06-10T00:00:00Z
5447,1,1,DEFICIENTE,17327,2022-09-08T00:00:00Z
5448,2,2,ACEPTABLE,18094,2023-05-31T00:00:00Z
5449,3,2,ACEPTABLE,52120,2021-11-17T00:00:00Z
5450,4,5,EXCELENTE,17065,2023-11-11T00:00:00Z
5451,3,4,MUY BUENO,52070,2023-02-07T00:00:00Z
5452,2,3,ACEPTABLE,16699,2021-06-16T00:00:00Z
5453,4,3,MUY BUENO,16847,2023-12-10T00:00:00Z
5454,4,3,MUY BUENO,17028,2021-09-02T00:00:00Z
5455,5,5,EXCELENTE,18585,2021-08-26T00:00:00Z
5456,3,3,MUY BUENO,52188,2023-12-21T00:00:00Z
5457,2,1,REGULAR,18105,2021-12-25T00:00:00Z
5458,4,4,EXCELENTE,16708,2022-04-22T00:00:00Z
5459,5,5,EXCELENTE,17963,2021-03-13T00:00:00Z
5460,1,1,DEFICIENTE,17414,2022-02-17T00:00:00Z
5461,5,4,EXCELENTE,18350,2023-10-30T00:00:00Z
5462,2,3,ACEPTABLE,17459,2022-06-06T00:00:00Z
5463,5,4,EXCELENTE,5241185,2022-09-19T00:00:00Z
5464,3,3,MUY BUENO,9438374,2022-01-01T00:00:00Z
5465,3,4,MUY BUENO,52186,2022-10-19T00:00:00Z
5466,1,1,DEFICIENTE,17565,2023-08-22T00:00:00Z
5467,3,4,MUY BUENO,17364,2022-07-10T00:00:00Z
5468,3,2,ACEPTABLE,17604,2022-11-05T00:00:00Z
5469,3,4,MUY BUENO,17334,2023-12-22T00:00:00Z
5470,4,5,EXCELENTE,18187,2021-04-25T00:00:00Z
5471,2,2,ACEPTABLE,17931,2021-06-02T00:00:00Z
5472,2,1,REGULAR,18311,2022-07-17T00:00:00Z
5473,3,3,MUY BUENO,3991153,2022-06-05T00:00:00Z
5474,1,1,DEFICIENTE,17689,2022-07-28T00:00:00Z
5475,5,4,EXCELENTE,5240280,2022-07-16T00:00:00Z
5476,2,1,REGULAR,17538,2021-09-26T00:00:00Z
5477,1,1,DEFICIENTE,52162,2023-10-20T00:00:00Z
5478,2,2,ACEPTABLE,18389,2023-04-05T00:00:00Z
5479,4,5,EXCELENTE,9237483,2022-12-18T00:00:00Z
5480,1,1,DEFICIENTE,18177,2023-03-25T00:00:00Z
5481,4,3,MUY BUENO,16874,2021-01-13T00:00:00Z
5482,3,3,MUY BUENO,16744,2022-02-07T00:00:00Z
5483,2,2,ACEPTABLE,17780,2021-07-31T00:00:00Z
5484,1,1,DEFICIENTE,4704499,2023-02-21T00:00:00Z
5485,2,3,ACEPTABLE,18341,2023-01-30T00:00:00Z
5486,1,2,REGULAR,6880820,2021-09-26T00:00:00Z
5487,1,2,REGULAR,17041,2021-07-20T00:00:00Z
5488,1,1,DEFICIENTE,17781,2022-11-20T00:00:00Z
5489,5,5,EXCELENTE,16843,2021-01-21T00:00:00Z
5490,3,3,MUY BUENO,7943813,2022-04-21T00:00:00Z
5491,2,3,ACEPTABLE,52218,2021-11-27T00:00:00Z
5492,5,5,EXCELENTE,52201,2021-05-29T00:00:00Z
5493,3,4,MUY BUENO,17251,2023-02-13T00:00:00Z
5494,3,4,MUY BUENO,17304,2021-12-19T00:00:00Z
5495,1,1,DEFICIENTE,4730886,2023-11-10T00:00:00Z
5496,3,3,MUY BUENO,5241180,2023-04-28T00:00:00Z
5497,5,4,EXCELENTE,5241184,2022-09-03T00:00:00Z
5498,4,5,EXCELENTE,16954,2022-09-02T00:00:00Z
5499,4,3,MUY BUENO,17311,2023-12-11T00:00:00Z
5500,3,4,MUY BUENO,52194,2022-03-11T00:00:00Z
5501,2,2,ACEPTABLE,17420,2021-08-06T00:00:00Z
5502,2,1,REGULAR,5240112,2022-07-04T00:00:00Z
5503,3,4,MUY BUENO,17352,2022-04-30T00:00:00Z
5504,2,2,ACEPTABLE,17299,2023-03-07T00:00:00Z
5505,3,3,MUY BUENO,5237137,2022-12-18T00:00:00Z
5506,3,4,MUY BUENO,17481,2021-10-19T00:00:00Z
5507,2,3,ACEPTABLE,17924,2022-06-06T00:00:00Z
5508,3,3,MUY BUENO,52122,2023-07-17T00:00:00Z
5509,5,5,EXCELENTE,7839105,2022-11-29T00:00:00Z
5510,5,5,EXCELENTE,9397047,2022-09-16T00:00:00Z
5511,1,2,REGULAR,52041,2021-10-03T00:00:00Z
5512,2,2,ACEPTABLE,16989,2023-11-26T00:00:00Z
5513,5,5,EXCELENTE,52031,2023-04-13T00:00:00Z
5514,3,4,MUY BUENO,17899,2021-02-02T00:00:00Z
5515,1,1,DEFICIENTE,5246180,2022-09-24T00:00:00Z
5516,4,5,EXCELENTE,17684,2023-03-16T00:00:00Z
5517,1,2,REGULAR,4749897,2023-11-06T00:00:00Z
5518,2,2,ACEPTABLE,18037,2023-05-23T00:00:00Z
5519,5,5,EXCELENTE,16897,2023-06-15T00:00:00Z
5520,5,4,EXCELENTE,17509,2023-03-01T00:00:00Z
5521,1,2,REGULAR,17820,2023-11-08T00:00:00Z
5522,3,2,ACEPTABLE,18058,2021-04-11T00:00:00Z
5523,4,3,MUY BUENO,18283,2021-05-25T00:00:00Z
5524,1,1,DEFICIENTE,17642,2022-06-19T00:00:00Z
5525,4,3,MUY BUENO,18025,2021-11-09T00:00:00Z
5526,4,3,MUY BUENO,18436,2021-08-26T00:00:00Z
5527,5,5,EXCELENTE,18454,2021-02-16T00:00:00Z
5528,5,4,EXCELENTE,7862341,2022-08-09T00:00:00Z
5529,1,1,DEFICIENTE,16770,2021-12-20T00:00:00Z
5530,3,3,MUY BUENO,17979,2021-11-08T00:00:00Z
5531,1,2,REGULAR,17309,2021-01-16T00:00:00Z
5532,5,4,EXCELENTE,17318,2021-01-19T00:00:00Z
5533,2,3,ACEPTABLE,18551,2023-05-03T00:00:00Z
5534,4,4,EXCELENTE,17896,2022-04-30T00:00:00Z
5535,3,2,ACEPTABLE,18172,2023-01-08T00:00:00Z
5536,2,3,ACEPTABLE,17971,2021-09-16T00:00:00Z
5537,5,5,EXCELENTE,5653924,2023-07-07T00:00:00Z
